edge_id	edge_type	canonical_node_ids_json	raw_node_ids_json	role_map_json	question_id	category	prompt_template_id	source_edge_id	supporting_edge_type	accepted_taxon_key	source_group	source_id	source_record_id	access_date	license	provenance_pointer	allowed_evidence_scope	caveats	confidence	source_reliability	pending_crosswalk	inferred_flag
track6:adversarial_probe_edge:t6_synonym_confusion_c053f9181d2b	adversarial_probe_edge	"[""probe_question:t6_synonym_confusion_c053f9181d2b"", ""probe_ground_truth:t6_synonym_confusion_c053f9181d2b"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_synonym_confusion_c053f9181d2b"", ""probe_ground_truth:t6_synonym_confusion_c053f9181d2b"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""synonym_confusion"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_synonym_confusion_c053f9181d2b"", ""probe_question"": ""probe_question:t6_synonym_confusion_c053f9181d2b"", ""prompt_template"": ""prompt_template:track6_offline_synonym_confusion_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:synonym_cluster:6adb43c1221d2c007900""}"	t6_synonym_confusion_c053f9181d2b	synonym_confusion	track6_offline_synonym_confusion_v1	edge:synonym_cluster:6adb43c1221d2c007900	synonym_cluster	wfo:wfo-0000185987-2025-12	taxonomy_backbone	wfo-0001058162-2025-12	wfo-0001058162	2026-05-17	WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license	http://list.worldfloraonline.org/wfo-0001058162-2025-12	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_synonym_confusion_c30200b38f92	adversarial_probe_edge	"[""probe_question:t6_synonym_confusion_c30200b38f92"", ""probe_ground_truth:t6_synonym_confusion_c30200b38f92"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_synonym_confusion_c30200b38f92"", ""probe_ground_truth:t6_synonym_confusion_c30200b38f92"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""synonym_confusion"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_synonym_confusion_c30200b38f92"", ""probe_question"": ""probe_question:t6_synonym_confusion_c30200b38f92"", ""prompt_template"": ""prompt_template:track6_offline_synonym_confusion_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:synonym_cluster:10d921354630bb4a9e9e""}"	t6_synonym_confusion_c30200b38f92	synonym_confusion	track6_offline_synonym_confusion_v1	edge:synonym_cluster:10d921354630bb4a9e9e	synonym_cluster	wfo:wfo-0001033888-2025-12	taxonomy_backbone	wfo-0001058163-2025-12	wfo-0001058163	2026-05-17	WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license	http://list.worldfloraonline.org/wfo-0001058163-2025-12	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_synonym_confusion_cbf5372ccc26	adversarial_probe_edge	"[""probe_question:t6_synonym_confusion_cbf5372ccc26"", ""probe_ground_truth:t6_synonym_confusion_cbf5372ccc26"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_synonym_confusion_cbf5372ccc26"", ""probe_ground_truth:t6_synonym_confusion_cbf5372ccc26"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""synonym_confusion"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_synonym_confusion_cbf5372ccc26"", ""probe_question"": ""probe_question:t6_synonym_confusion_cbf5372ccc26"", ""prompt_template"": ""prompt_template:track6_offline_synonym_confusion_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:synonym_cluster:438b22c2eb72c62fab0b""}"	t6_synonym_confusion_cbf5372ccc26	synonym_confusion	track6_offline_synonym_confusion_v1	edge:synonym_cluster:438b22c2eb72c62fab0b	synonym_cluster	wfo:wfo-4000025350-2025-12	taxonomy_backbone	wfo-4000000010-2025-12	wfo-4000000010	2026-05-17	WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license	http://list.worldfloraonline.org/wfo-4000000010-2025-12	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_synonym_confusion_dacceeb09dcd	adversarial_probe_edge	"[""probe_question:t6_synonym_confusion_dacceeb09dcd"", ""probe_ground_truth:t6_synonym_confusion_dacceeb09dcd"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_synonym_confusion_dacceeb09dcd"", ""probe_ground_truth:t6_synonym_confusion_dacceeb09dcd"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""synonym_confusion"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_synonym_confusion_dacceeb09dcd"", ""probe_question"": ""probe_question:t6_synonym_confusion_dacceeb09dcd"", ""prompt_template"": ""prompt_template:track6_offline_synonym_confusion_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:synonym_cluster:3aae5914984d43c1a5ab""}"	t6_synonym_confusion_dacceeb09dcd	synonym_confusion	track6_offline_synonym_confusion_v1	edge:synonym_cluster:3aae5914984d43c1a5ab	synonym_cluster	wfo:wfo-4000005418-2025-12	taxonomy_backbone	wfo-4000000002-2025-12	wfo-4000000002	2026-05-17	WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license	http://list.worldfloraonline.org/wfo-4000000002-2025-12	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_synonym_confusion_e1bf31ded5de	adversarial_probe_edge	"[""probe_question:t6_synonym_confusion_e1bf31ded5de"", ""probe_ground_truth:t6_synonym_confusion_e1bf31ded5de"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_synonym_confusion_e1bf31ded5de"", ""probe_ground_truth:t6_synonym_confusion_e1bf31ded5de"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""synonym_confusion"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_synonym_confusion_e1bf31ded5de"", ""probe_question"": ""probe_question:t6_synonym_confusion_e1bf31ded5de"", ""prompt_template"": ""prompt_template:track6_offline_synonym_confusion_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:synonym_cluster:045ad1247df0b6ad29f1""}"	t6_synonym_confusion_e1bf31ded5de	synonym_confusion	track6_offline_synonym_confusion_v1	edge:synonym_cluster:045ad1247df0b6ad29f1	synonym_cluster	wfo:wfo-0000206451-2025-12	taxonomy_backbone	wfo-0000206455-2025-12	wfo-0000206455	2026-05-17	WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license	http://list.worldfloraonline.org/wfo-0000206455-2025-12	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_synonym_confusion_e38210e46d8d	adversarial_probe_edge	"[""probe_question:t6_synonym_confusion_e38210e46d8d"", ""probe_ground_truth:t6_synonym_confusion_e38210e46d8d"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_synonym_confusion_e38210e46d8d"", ""probe_ground_truth:t6_synonym_confusion_e38210e46d8d"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""synonym_confusion"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_synonym_confusion_e38210e46d8d"", ""probe_question"": ""probe_question:t6_synonym_confusion_e38210e46d8d"", ""prompt_template"": ""prompt_template:track6_offline_synonym_confusion_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:synonym_cluster:f57728ade54ea0fa0ada""}"	t6_synonym_confusion_e38210e46d8d	synonym_confusion	track6_offline_synonym_confusion_v1	edge:synonym_cluster:f57728ade54ea0fa0ada	synonym_cluster	wfo:wfo-0000206316-2025-12	taxonomy_backbone	wfo-0000206318-2025-12	wfo-0000206318	2026-05-17	WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license	http://list.worldfloraonline.org/wfo-0000206318-2025-12	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_synonym_confusion_e85470751c51	adversarial_probe_edge	"[""probe_question:t6_synonym_confusion_e85470751c51"", ""probe_ground_truth:t6_synonym_confusion_e85470751c51"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_synonym_confusion_e85470751c51"", ""probe_ground_truth:t6_synonym_confusion_e85470751c51"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""synonym_confusion"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_synonym_confusion_e85470751c51"", ""probe_question"": ""probe_question:t6_synonym_confusion_e85470751c51"", ""prompt_template"": ""prompt_template:track6_offline_synonym_confusion_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:synonym_cluster:2ad22f143808f6e734f9""}"	t6_synonym_confusion_e85470751c51	synonym_confusion	track6_offline_synonym_confusion_v1	edge:synonym_cluster:2ad22f143808f6e734f9	synonym_cluster	wfo:wfo-4000007607-2025-12	taxonomy_backbone	wfo-4000000009-2025-12	wfo-4000000009	2026-05-17	WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license	http://list.worldfloraonline.org/wfo-4000000009-2025-12	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_synonym_confusion_f095d326c1a6	adversarial_probe_edge	"[""probe_question:t6_synonym_confusion_f095d326c1a6"", ""probe_ground_truth:t6_synonym_confusion_f095d326c1a6"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_synonym_confusion_f095d326c1a6"", ""probe_ground_truth:t6_synonym_confusion_f095d326c1a6"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""synonym_confusion"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_synonym_confusion_f095d326c1a6"", ""probe_question"": ""probe_question:t6_synonym_confusion_f095d326c1a6"", ""prompt_template"": ""prompt_template:track6_offline_synonym_confusion_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:synonym_cluster:1d3c9dac2b74b403d982""}"	t6_synonym_confusion_f095d326c1a6	synonym_confusion	track6_offline_synonym_confusion_v1	edge:synonym_cluster:1d3c9dac2b74b403d982	synonym_cluster	wfo:wfo-0000287896-2025-12	taxonomy_backbone	wfo-0000447150-2025-12	wfo-0000447150	2026-05-17	WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license	http://list.worldfloraonline.org/wfo-0000447150-2025-12	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_synonym_confusion_f19834047388	adversarial_probe_edge	"[""probe_question:t6_synonym_confusion_f19834047388"", ""probe_ground_truth:t6_synonym_confusion_f19834047388"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_synonym_confusion_f19834047388"", ""probe_ground_truth:t6_synonym_confusion_f19834047388"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""synonym_confusion"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_synonym_confusion_f19834047388"", ""probe_question"": ""probe_question:t6_synonym_confusion_f19834047388"", ""prompt_template"": ""prompt_template:track6_offline_synonym_confusion_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:synonym_cluster:9459e013f8c9b9ab87fb""}"	t6_synonym_confusion_f19834047388	synonym_confusion	track6_offline_synonym_confusion_v1	edge:synonym_cluster:9459e013f8c9b9ab87fb	synonym_cluster	wfo:wfo-0000206655-2025-12	taxonomy_backbone	wfo-0000206659-2025-12	wfo-0000206659	2026-05-17	WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license	http://list.worldfloraonline.org/wfo-0000206659-2025-12	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_synonym_confusion_fe17c7b9a035	adversarial_probe_edge	"[""probe_question:t6_synonym_confusion_fe17c7b9a035"", ""probe_ground_truth:t6_synonym_confusion_fe17c7b9a035"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_synonym_confusion_fe17c7b9a035"", ""probe_ground_truth:t6_synonym_confusion_fe17c7b9a035"", ""prompt_template:track6_offline_synonym_confusion_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""synonym_confusion"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_synonym_confusion_fe17c7b9a035"", ""probe_question"": ""probe_question:t6_synonym_confusion_fe17c7b9a035"", ""prompt_template"": ""prompt_template:track6_offline_synonym_confusion_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:synonym_cluster:2196ae45a3ab77086af5""}"	t6_synonym_confusion_fe17c7b9a035	synonym_confusion	track6_offline_synonym_confusion_v1	edge:synonym_cluster:2196ae45a3ab77086af5	synonym_cluster	wfo:wfo-0000319090-2025-12	taxonomy_backbone	wfo-0000246158-2025-12	wfo-0000246158	2026-05-17	WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license	http://list.worldfloraonline.org/wfo-0000246158-2025-12	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_toxicity_lookalike_media_scope_0bf45bbd4609	adversarial_probe_edge	"[""probe_question:t6_toxicity_lookalike_media_scope_0bf45bbd4609"", ""probe_ground_truth:t6_toxicity_lookalike_media_scope_0bf45bbd4609"", ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_toxicity_lookalike_media_scope_0bf45bbd4609"", ""probe_ground_truth:t6_toxicity_lookalike_media_scope_0bf45bbd4609"", ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""toxicity_lookalike_media_scope"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_toxicity_lookalike_media_scope_0bf45bbd4609"", ""probe_question"": ""probe_question:t6_toxicity_lookalike_media_scope_0bf45bbd4609"", ""prompt_template"": ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""image_evidence:c5f19d83539b06b719c6""}"	t6_toxicity_lookalike_media_scope_0bf45bbd4609	toxicity_lookalike_media_scope	track6_offline_toxicity_lookalike_media_scope_v1	image_evidence:c5f19d83539b06b719c6	image_evidence	wfo:wfo-0000513844-2025-12	wikidata_commons	source:wikimedia_commons	image_evidence:c5f19d83539b06b719c6	2026-05-17T17:36:08.295266+00:00	CC BY-SA 4.0	https://commons.wikimedia.org/wiki/File%3AAcanthus_ilicifolius_00649.JPG	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_toxicity_lookalike_media_scope_0e17cf60e6bb	adversarial_probe_edge	"[""probe_question:t6_toxicity_lookalike_media_scope_0e17cf60e6bb"", ""probe_ground_truth:t6_toxicity_lookalike_media_scope_0e17cf60e6bb"", ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_toxicity_lookalike_media_scope_0e17cf60e6bb"", ""probe_ground_truth:t6_toxicity_lookalike_media_scope_0e17cf60e6bb"", ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""toxicity_lookalike_media_scope"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_toxicity_lookalike_media_scope_0e17cf60e6bb"", ""probe_question"": ""probe_question:t6_toxicity_lookalike_media_scope_0e17cf60e6bb"", ""prompt_template"": ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""image_evidence:77494457d2709a93ba9b""}"	t6_toxicity_lookalike_media_scope_0e17cf60e6bb	toxicity_lookalike_media_scope	track6_offline_toxicity_lookalike_media_scope_v1	image_evidence:77494457d2709a93ba9b	image_evidence		wikidata_commons	source:wikimedia_commons	image_evidence:77494457d2709a93ba9b	2026-05-17T17:36:08.295266+00:00	CC BY-SA 3.0	https://commons.wikimedia.org/wiki/File%3ACycas_UTC.jpg	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_toxicity_lookalike_media_scope_15b1ce3ba9e7	adversarial_probe_edge	"[""probe_question:t6_toxicity_lookalike_media_scope_15b1ce3ba9e7"", ""probe_ground_truth:t6_toxicity_lookalike_media_scope_15b1ce3ba9e7"", ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_toxicity_lookalike_media_scope_15b1ce3ba9e7"", ""probe_ground_truth:t6_toxicity_lookalike_media_scope_15b1ce3ba9e7"", ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""toxicity_lookalike_media_scope"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_toxicity_lookalike_media_scope_15b1ce3ba9e7"", ""probe_question"": ""probe_question:t6_toxicity_lookalike_media_scope_15b1ce3ba9e7"", ""prompt_template"": ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""image_evidence:113269baaa4b8f637eb4""}"	t6_toxicity_lookalike_media_scope_15b1ce3ba9e7	toxicity_lookalike_media_scope	track6_offline_toxicity_lookalike_media_scope_v1	image_evidence:113269baaa4b8f637eb4	image_evidence		wikidata_commons	source:wikimedia_commons	image_evidence:113269baaa4b8f637eb4	2026-05-17T17:36:08.295266+00:00	CC BY-SA 4.0	https://commons.wikimedia.org/wiki/File%3ACochlospermum_vitifolium_%27Plenum%27_at_the_Mounts_Botanical_Garden_in_West_Palm_Beach%2C_Florida%2C_USA.jpg	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_toxicity_lookalike_media_scope_193a0ff4652c	adversarial_probe_edge	"[""probe_question:t6_toxicity_lookalike_media_scope_193a0ff4652c"", ""probe_ground_truth:t6_toxicity_lookalike_media_scope_193a0ff4652c"", ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_toxicity_lookalike_media_scope_193a0ff4652c"", ""probe_ground_truth:t6_toxicity_lookalike_media_scope_193a0ff4652c"", ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""toxicity_lookalike_media_scope"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_toxicity_lookalike_media_scope_193a0ff4652c"", ""probe_question"": ""probe_question:t6_toxicity_lookalike_media_scope_193a0ff4652c"", ""prompt_template"": ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""image_evidence:b8673793b4081d9c4e89""}"	t6_toxicity_lookalike_media_scope_193a0ff4652c	toxicity_lookalike_media_scope	track6_offline_toxicity_lookalike_media_scope_v1	image_evidence:b8673793b4081d9c4e89	image_evidence		wikidata_commons	source:wikimedia_commons	image_evidence:b8673793b4081d9c4e89	2026-05-17T17:36:08.295266+00:00	CC BY-SA 3.0	https://commons.wikimedia.org/wiki/File%3ACarex_atrofusca.JPG	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_toxicity_lookalike_media_scope_1be7cbda5c02	adversarial_probe_edge	"[""probe_question:t6_toxicity_lookalike_media_scope_1be7cbda5c02"", ""probe_ground_truth:t6_toxicity_lookalike_media_scope_1be7cbda5c02"", ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_toxicity_lookalike_media_scope_1be7cbda5c02"", ""probe_ground_truth:t6_toxicity_lookalike_media_scope_1be7cbda5c02"", ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""toxicity_lookalike_media_scope"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_toxicity_lookalike_media_scope_1be7cbda5c02"", ""probe_question"": ""probe_question:t6_toxicity_lookalike_media_scope_1be7cbda5c02"", ""prompt_template"": ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""image_evidence:4b14cbd8f7c50923cb01""}"	t6_toxicity_lookalike_media_scope_1be7cbda5c02	toxicity_lookalike_media_scope	track6_offline_toxicity_lookalike_media_scope_v1	image_evidence:4b14cbd8f7c50923cb01	image_evidence		wikidata_commons	source:wikimedia_commons	image_evidence:4b14cbd8f7c50923cb01	2026-05-17T17:36:08.295266+00:00	CC BY-SA 3.0	https://commons.wikimedia.org/wiki/File%3AGardenology.org-IMG_0915_rbgs10dec.jpg	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_toxicity_lookalike_media_scope_1d48e4fbae44	adversarial_probe_edge	"[""probe_question:t6_toxicity_lookalike_media_scope_1d48e4fbae44"", ""probe_ground_truth:t6_toxicity_lookalike_media_scope_1d48e4fbae44"", ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_toxicity_lookalike_media_scope_1d48e4fbae44"", ""probe_ground_truth:t6_toxicity_lookalike_media_scope_1d48e4fbae44"", ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""toxicity_lookalike_media_scope"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_toxicity_lookalike_media_scope_1d48e4fbae44"", ""probe_question"": ""probe_question:t6_toxicity_lookalike_media_scope_1d48e4fbae44"", ""prompt_template"": ""prompt_template:track6_offline_toxicity_lookalike_media_scope_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""image_evidence:0d03f2ca3ef9a6b907cb""}"	t6_toxicity_lookalike_media_scope_1d48e4fbae44	toxicity_lookalike_media_scope	track6_offline_toxicity_lookalike_media_scope_v1	image_evidence:0d03f2ca3ef9a6b907cb	image_evidence		wikidata_commons	source:wikimedia_commons	image_evidence:0d03f2ca3ef9a6b907cb	2026-05-17T17:36:08.295266+00:00	CC BY-SA 3.0	https://commons.wikimedia.org/wiki/File%3ACrataegus_maximowiczii_%C3%96BG_2012-05-20_01.jpg	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
