artifact_path,artifact_type,producing_script,verifier,milestone,evidence_class,upstream_dependencies,production_readiness_impact,known_limitation,exists
data/dc12_byte_movement_measurements.csv,data,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
data/dc12_contention_measurements.csv,data,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
data/dc12_proxy_threshold_overlay.csv,data,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
data/dc12_claim_update_matrix.csv,data,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
data/dc12_missing_production_telemetry.csv,data,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
data/dc12_byte_movement_proxy.png,figure,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
data/dc12_contention_latency_proxy.png,figure,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
data/dc12_threshold_overlay.png,figure,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
scripts/build_production_dc12_fixtures.py,script_or_test,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
scripts/ingest_production_dc12_telemetry.py,script_or_test,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
scripts/plot_production_dc12_telemetry.py,script_or_test,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
tests/verify_production_dc12_telemetry.py,script_or_test,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
memory-centric-agentic/production_dc12_telemetry.md,narrative,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
data/production_dc12_telemetry_schema.csv,data,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
data/production_dc12_valid_fixture.csv,data,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
data/production_dc12_invalid_fixtures.csv,data,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
data/production_dc12_ingestion_results.csv,data,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
data/production_dc12_threshold_replay.csv,data,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
data/production_dc12_claim_update_matrix.csv,data,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
data/production_dc12_missing_fields_report.csv,data,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
data/production_dc12_telemetry_coverage.png,figure,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
data/production_dc12_threshold_replay.png,figure,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
data/production_dc12_claim_gate_matrix.png,figure,scripts/build_production_dc12_fixtures.py; scripts/ingest_production_dc12_telemetry.py; scripts/plot_production_dc12_telemetry.py,tests/verify_production_dc12_telemetry.py,M-PRODTELEM-1,synthetic_fixture_or_contract_ready,M-DC12-1; M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Synthetic production-shaped fixtures validate ingestion semantics only; real production_target telemetry is still required.,true
scripts/build_final_architecture_package.py,script_or_test,scripts/build_final_architecture_package.py; scripts/plot_final_architecture_package.py,tests/verify_final_architecture_package.py,M-FINALPKG-1,derived_synthesis,M-TAX-1; M-LIFE-1; M-COST-1; M-SIM-1; M-SCHED-1; M-ARCH-1; M-TRACE-1; M-QUEUE-1; M-COMP-1; M-PROTO-1; M-CALIB-1; M-SEC-1; M-SYNTH-1; M-EXP-1; M-ENERGY-1; M-SECOPS-1; M-PLAN-1; M-DC12-1; M-PRODTELEM-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
scripts/plot_final_architecture_package.py,script_or_test,scripts/build_final_architecture_package.py; scripts/plot_final_architecture_package.py,tests/verify_final_architecture_package.py,M-FINALPKG-1,derived_synthesis,M-TAX-1; M-LIFE-1; M-COST-1; M-SIM-1; M-SCHED-1; M-ARCH-1; M-TRACE-1; M-QUEUE-1; M-COMP-1; M-PROTO-1; M-CALIB-1; M-SEC-1; M-SYNTH-1; M-EXP-1; M-ENERGY-1; M-SECOPS-1; M-PLAN-1; M-DC12-1; M-PRODTELEM-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
tests/verify_final_architecture_package.py,script_or_test,scripts/build_final_architecture_package.py; scripts/plot_final_architecture_package.py,tests/verify_final_architecture_package.py,M-FINALPKG-1,derived_synthesis,M-TAX-1; M-LIFE-1; M-COST-1; M-SIM-1; M-SCHED-1; M-ARCH-1; M-TRACE-1; M-QUEUE-1; M-COMP-1; M-PROTO-1; M-CALIB-1; M-SEC-1; M-SYNTH-1; M-EXP-1; M-ENERGY-1; M-SECOPS-1; M-PLAN-1; M-DC12-1; M-PRODTELEM-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
memory-centric-agentic/final_architecture_package.md,narrative,scripts/build_final_architecture_package.py; scripts/plot_final_architecture_package.py,tests/verify_final_architecture_package.py,M-FINALPKG-1,derived_synthesis,M-TAX-1; M-LIFE-1; M-COST-1; M-SIM-1; M-SCHED-1; M-ARCH-1; M-TRACE-1; M-QUEUE-1; M-COMP-1; M-PROTO-1; M-CALIB-1; M-SEC-1; M-SYNTH-1; M-EXP-1; M-ENERGY-1; M-SECOPS-1; M-PLAN-1; M-DC12-1; M-PRODTELEM-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/final_claim_readiness_matrix.csv,data,scripts/build_final_architecture_package.py; scripts/plot_final_architecture_package.py,tests/verify_final_architecture_package.py,M-FINALPKG-1,derived_synthesis,M-TAX-1; M-LIFE-1; M-COST-1; M-SIM-1; M-SCHED-1; M-ARCH-1; M-TRACE-1; M-QUEUE-1; M-COMP-1; M-PROTO-1; M-CALIB-1; M-SEC-1; M-SYNTH-1; M-EXP-1; M-ENERGY-1; M-SECOPS-1; M-PLAN-1; M-DC12-1; M-PRODTELEM-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/final_architecture_option_readiness.csv,data,scripts/build_final_architecture_package.py; scripts/plot_final_architecture_package.py,tests/verify_final_architecture_package.py,M-FINALPKG-1,derived_synthesis,M-TAX-1; M-LIFE-1; M-COST-1; M-SIM-1; M-SCHED-1; M-ARCH-1; M-TRACE-1; M-QUEUE-1; M-COMP-1; M-PROTO-1; M-CALIB-1; M-SEC-1; M-SYNTH-1; M-EXP-1; M-ENERGY-1; M-SECOPS-1; M-PLAN-1; M-DC12-1; M-PRODTELEM-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/final_production_experiment_backlog.csv,data,scripts/build_final_architecture_package.py; scripts/plot_final_architecture_package.py,tests/verify_final_architecture_package.py,M-FINALPKG-1,derived_synthesis,M-TAX-1; M-LIFE-1; M-COST-1; M-SIM-1; M-SCHED-1; M-ARCH-1; M-TRACE-1; M-QUEUE-1; M-COMP-1; M-PROTO-1; M-CALIB-1; M-SEC-1; M-SYNTH-1; M-EXP-1; M-ENERGY-1; M-SECOPS-1; M-PLAN-1; M-DC12-1; M-PRODTELEM-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/final_blocked_claims.csv,data,scripts/build_final_architecture_package.py; scripts/plot_final_architecture_package.py,tests/verify_final_architecture_package.py,M-FINALPKG-1,derived_synthesis,M-TAX-1; M-LIFE-1; M-COST-1; M-SIM-1; M-SCHED-1; M-ARCH-1; M-TRACE-1; M-QUEUE-1; M-COMP-1; M-PROTO-1; M-CALIB-1; M-SEC-1; M-SYNTH-1; M-EXP-1; M-ENERGY-1; M-SECOPS-1; M-PLAN-1; M-DC12-1; M-PRODTELEM-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/final_claim_readiness_heatmap.png,figure,scripts/build_final_architecture_package.py; scripts/plot_final_architecture_package.py,tests/verify_final_architecture_package.py,M-FINALPKG-1,derived_synthesis,M-TAX-1; M-LIFE-1; M-COST-1; M-SIM-1; M-SCHED-1; M-ARCH-1; M-TRACE-1; M-QUEUE-1; M-COMP-1; M-PROTO-1; M-CALIB-1; M-SEC-1; M-SYNTH-1; M-EXP-1; M-ENERGY-1; M-SECOPS-1; M-PLAN-1; M-DC12-1; M-PRODTELEM-1,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/final_architecture_option_readiness.png,figure,scripts/build_final_architecture_package.py; scripts/plot_final_architecture_package.py,tests/verify_final_architecture_package.py,M-FINALPKG-1,derived_synthesis,M-TAX-1; M-LIFE-1; M-COST-1; M-SIM-1; M-SCHED-1; M-ARCH-1; M-TRACE-1; M-QUEUE-1; M-COMP-1; M-PROTO-1; M-CALIB-1; M-SEC-1; M-SYNTH-1; M-EXP-1; M-ENERGY-1; M-SECOPS-1; M-PLAN-1; M-DC12-1; M-PRODTELEM-1,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/final_production_experiment_priority.png,figure,scripts/build_final_architecture_package.py; scripts/plot_final_architecture_package.py,tests/verify_final_architecture_package.py,M-FINALPKG-1,derived_synthesis,M-TAX-1; M-LIFE-1; M-COST-1; M-SIM-1; M-SCHED-1; M-ARCH-1; M-TRACE-1; M-QUEUE-1; M-COMP-1; M-PROTO-1; M-CALIB-1; M-SEC-1; M-SYNTH-1; M-EXP-1; M-ENERGY-1; M-SECOPS-1; M-PLAN-1; M-DC12-1; M-PRODTELEM-1,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
scripts/build_campaign_handoff.py,script_or_test,scripts/build_campaign_handoff.py; scripts/plot_campaign_handoff.py,tests/verify_campaign_handoff.py,M-HANDOFF-1,derived_synthesis,M-FINALPKG-1; M-PRODTELEM-1; M-DC12-1; M-PLAN-1; M-SECOPS-1; M-ENERGY-1; M-SYNTH-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
scripts/plot_campaign_handoff.py,script_or_test,scripts/build_campaign_handoff.py; scripts/plot_campaign_handoff.py,tests/verify_campaign_handoff.py,M-HANDOFF-1,derived_synthesis,M-FINALPKG-1; M-PRODTELEM-1; M-DC12-1; M-PLAN-1; M-SECOPS-1; M-ENERGY-1; M-SYNTH-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
tests/verify_campaign_handoff.py,script_or_test,scripts/build_campaign_handoff.py; scripts/plot_campaign_handoff.py,tests/verify_campaign_handoff.py,M-HANDOFF-1,derived_synthesis,M-FINALPKG-1; M-PRODTELEM-1; M-DC12-1; M-PLAN-1; M-SECOPS-1; M-ENERGY-1; M-SYNTH-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
final_report.md,narrative,scripts/build_campaign_handoff.py; scripts/plot_campaign_handoff.py,tests/verify_campaign_handoff.py,M-HANDOFF-1,derived_synthesis,M-FINALPKG-1; M-PRODTELEM-1; M-DC12-1; M-PLAN-1; M-SECOPS-1; M-ENERGY-1; M-SYNTH-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/handoff_artifact_index.csv,data,scripts/build_campaign_handoff.py; scripts/plot_campaign_handoff.py,tests/verify_campaign_handoff.py,M-HANDOFF-1,derived_synthesis,M-FINALPKG-1; M-PRODTELEM-1; M-DC12-1; M-PLAN-1; M-SECOPS-1; M-ENERGY-1; M-SYNTH-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/handoff_claim_traceability.csv,data,scripts/build_campaign_handoff.py; scripts/plot_campaign_handoff.py,tests/verify_campaign_handoff.py,M-HANDOFF-1,derived_synthesis,M-FINALPKG-1; M-PRODTELEM-1; M-DC12-1; M-PLAN-1; M-SECOPS-1; M-ENERGY-1; M-SYNTH-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/handoff_reproduction_manifest.csv,data,scripts/build_campaign_handoff.py; scripts/plot_campaign_handoff.py,tests/verify_campaign_handoff.py,M-HANDOFF-1,derived_synthesis,M-FINALPKG-1; M-PRODTELEM-1; M-DC12-1; M-PLAN-1; M-SECOPS-1; M-ENERGY-1; M-SYNTH-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/handoff_open_questions.csv,data,scripts/build_campaign_handoff.py; scripts/plot_campaign_handoff.py,tests/verify_campaign_handoff.py,M-HANDOFF-1,derived_synthesis,M-FINALPKG-1; M-PRODTELEM-1; M-DC12-1; M-PLAN-1; M-SECOPS-1; M-ENERGY-1; M-SYNTH-1,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/handoff_artifact_dependency_graph.png,figure,scripts/build_campaign_handoff.py; scripts/plot_campaign_handoff.py,tests/verify_campaign_handoff.py,M-HANDOFF-1,derived_synthesis,M-FINALPKG-1; M-PRODTELEM-1; M-DC12-1; M-PLAN-1; M-SECOPS-1; M-ENERGY-1; M-SYNTH-1,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/handoff_claim_traceability_coverage.png,figure,scripts/build_campaign_handoff.py; scripts/plot_campaign_handoff.py,tests/verify_campaign_handoff.py,M-HANDOFF-1,derived_synthesis,M-FINALPKG-1; M-PRODTELEM-1; M-DC12-1; M-PLAN-1; M-SECOPS-1; M-ENERGY-1; M-SYNTH-1,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/handoff_experiment_upgrade_path.png,figure,scripts/build_campaign_handoff.py; scripts/plot_campaign_handoff.py,tests/verify_campaign_handoff.py,M-HANDOFF-1,derived_synthesis,M-FINALPKG-1; M-PRODTELEM-1; M-DC12-1; M-PLAN-1; M-SECOPS-1; M-ENERGY-1; M-SYNTH-1,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
