family,L,V,constraint_counts,order,coefficient,abs_coefficient,derivative_at_zero,coefficient_l1_norm_order_leq_8,nearest_singularity_scale,normalized_expression_n,description
rank4_delocalization_toy_s3,20,77,20;20;20;20,2,2276105,2276105,4552210,4857846215860999743525,1/76,n^(3)*(n)_77/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,20,77,20;20;20;20,3,-1545545690,1545545690,-9273274140,4857846215860999743525,1/76,n^(3)*(n)_77/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,20,77,20;20;20;20,4,762048885501,762048885501,18289173252024,4857846215860999743525,1/76,n^(3)*(n)_77/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,20,77,20;20;20;20,5,-290658764800726,290658764800726,-34879051776087120,4857846215860999743525,1/76,n^(3)*(n)_77/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,20,77,20;20;20;20,6,89211677656202305,89211677656202305,64232407912465659600,4857846215860999743525,1/76,n^(3)*(n)_77/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,20,77,20;20;20;20,7,-22629948225016490130,22629948225016490130,-114054939054083110255200,4857846215860999743525,1/76,n^(3)*(n)_77/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,20,77,20;20;20;20,8,4835126764535965540901,4835126764535965540901,194952311146090130609128320,4857846215860999743525,1/76,n^(3)*(n)_77/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s4,20,76,20;20;20;20,0,1,1,1,3542169498925131711813,1/75,n^(4)*(n)_76/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,20,76,20;20;20;20,1,-2090,2090,-2090,3542169498925131711813,1/75,n^(4)*(n)_76/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,20,76,20;20;20;20,2,2117265,2117265,4234530,3542169498925131711813,1/75,n^(4)*(n)_76/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,20,76,20;20;20;20,3,-1384633550,1384633550,-8307801300,3542169498925131711813,1/75,n^(4)*(n)_76/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,20,76,20;20;20;20,4,656816735701,656816735701,15763601656824,3542169498925131711813,1/75,n^(4)*(n)_76/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,20,76,20;20;20;20,5,-240740692887450,240740692887450,-28888883146494000,3542169498925131711813,1/75,n^(4)*(n)_76/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,20,76,20;20;20;20,6,70915384996756105,70915384996756105,51059077197664395600,3542169498925131711813,1/75,n^(4)*(n)_76/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,20,76,20;20;20;20,7,-17240378965263026150,17240378965263026150,-86891509984925651796000,3542169498925131711813,1/75,n^(4)*(n)_76/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,20,76,20;20;20;20,8,3524857963175975553501,3524857963175975553501,142122273075255334317160320,3542169498925131711813,1/75,n^(4)*(n)_76/((n)_20*(n)_20*(n)_20*(n)_20),four-label fourth-moment toy profile with fixed deficit s=4
single_label_cycle_profile,21,21,21,0,1,1,1,1,,n^(0)*(n)_21/((n)_21),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,21,21,21,1,0,0,0,1,,n^(0)*(n)_21/((n)_21),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,21,21,21,2,0,0,0,1,,n^(0)*(n)_21/((n)_21),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,21,21,21,3,0,0,0,1,,n^(0)*(n)_21/((n)_21),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,21,21,21,4,0,0,0,1,,n^(0)*(n)_21/((n)_21),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,21,21,21,5,0,0,0,1,,n^(0)*(n)_21/((n)_21),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,21,21,21,6,0,0,0,1,,n^(0)*(n)_21/((n)_21),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,21,21,21,7,0,0,0,1,,n^(0)*(n)_21/((n)_21),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,21,21,21,8,0,0,0,1,,n^(0)*(n)_21/((n)_21),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_path_profile,21,22,21,0,1,1,1,22,1/21,n^(-1)*(n)_22/((n)_21),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,21,22,21,1,-21,21,-21,22,1/21,n^(-1)*(n)_22/((n)_21),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,21,22,21,2,0,0,0,22,1/21,n^(-1)*(n)_22/((n)_21),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,21,22,21,3,0,0,0,22,1/21,n^(-1)*(n)_22/((n)_21),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,21,22,21,4,0,0,0,22,1/21,n^(-1)*(n)_22/((n)_21),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,21,22,21,5,0,0,0,22,1/21,n^(-1)*(n)_22/((n)_21),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,21,22,21,6,0,0,0,22,1/21,n^(-1)*(n)_22/((n)_21),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,21,22,21,7,0,0,0,22,1/21,n^(-1)*(n)_22/((n)_21),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,21,22,21,8,0,0,0,22,1/21,n^(-1)*(n)_22/((n)_21),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
rank2_balanced_profile,21,41,21;21,0,1,1,1,62291445251121,1/40,n^(1)*(n)_41/((n)_21*(n)_21),two length-L labels sharing one vertex
rank2_balanced_profile,21,41,21;21,1,-400,400,-400,62291445251121,1/40,n^(1)*(n)_41/((n)_21*(n)_21),two length-L labels sharing one vertex
rank2_balanced_profile,21,41,21;21,2,71800,71800,143600,62291445251121,1/40,n^(1)*(n)_41/((n)_21*(n)_21),two length-L labels sharing one vertex
rank2_balanced_profile,21,41,21;21,3,-7581400,7581400,-45488400,62291445251121,1/40,n^(1)*(n)_41/((n)_21*(n)_21),two length-L labels sharing one vertex
rank2_balanced_profile,21,41,21;21,4,517096000,517096000,12410304000,62291445251121,1/40,n^(1)*(n)_41/((n)_21*(n)_21),two length-L labels sharing one vertex
rank2_balanced_profile,21,41,21;21,5,-23404973320,23404973320,-2808596798400,62291445251121,1/40,n^(1)*(n)_41/((n)_21*(n)_21),two length-L labels sharing one vertex
rank2_balanced_profile,21,41,21;21,6,684929776000,684929776000,493149438720000,62291445251121,1/40,n^(1)*(n)_41/((n)_21*(n)_21),two length-L labels sharing one vertex
rank2_balanced_profile,21,41,21;21,7,-11415225692200,11415225692200,-57532737488688000,62291445251121,1/40,n^(1)*(n)_41/((n)_21*(n)_21),two length-L labels sharing one vertex
rank2_balanced_profile,21,41,21;21,8,50167360060000,50167360060000,2022747957619200000,62291445251121,1/40,n^(1)*(n)_41/((n)_21*(n)_21),two length-L labels sharing one vertex
rank2_deficit_k2,21,40,21;21,0,1,1,1,28083298111881,1/39,n^(2)*(n)_40/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,21,40,21;21,1,-360,360,-360,28083298111881,1/39,n^(2)*(n)_40/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,21,40,21;21,2,57400,57400,114800,28083298111881,1/39,n^(2)*(n)_40/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,21,40,21;21,3,-5285400,5285400,-31712400,28083298111881,1/39,n^(2)*(n)_40/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,21,40,21;21,4,305680000,305680000,7336320000,28083298111881,1/39,n^(2)*(n)_40/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,21,40,21;21,5,-11177773320,11177773320,-1341332798400,28083298111881,1/39,n^(2)*(n)_40/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,21,40,21;21,6,237818843200,237818843200,171229567104000,28083298111881,1/39,n^(2)*(n)_40/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,21,40,21;21,7,-1902471964200,1902471964200,-9588458699568000,28083298111881,1/39,n^(2)*(n)_40/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,21,40,21;21,8,-25931518508000,25931518508000,-1045558826242560000,28083298111881,1/39,n^(2)*(n)_40/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k3,21,39,21;21,0,1,1,1,13620925096605,1/38,n^(3)*(n)_39/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,21,39,21;21,1,-321,321,-321,13620925096605,1/38,n^(3)*(n)_39/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,21,39,21;21,2,44881,44881,89762,13620925096605,1/38,n^(3)*(n)_39/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,21,39,21;21,3,-3535041,3535041,-21210246,13620925096605,1/38,n^(3)*(n)_39/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,21,39,21;21,4,167813401,167813401,4027521624,13620925096605,1/38,n^(3)*(n)_39/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,21,39,21;21,5,-4633050681,4633050681,-555966081720,13620925096605,1/38,n^(3)*(n)_39/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,21,39,21;21,6,57129866641,57129866641,41133503981520,13620925096605,1/38,n^(3)*(n)_39/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,21,39,21;21,7,325592834799,325592834799,1640987887386960,13620925096605,1/38,n^(3)*(n)_39/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,21,39,21;21,8,-13233397950839,13233397950839,-533570605377828480,13620925096605,1/38,n^(3)*(n)_39/((n)_21*(n)_21),two length-L labels with fixed vertex deficit k=3
rank4_delocalization_toy_s3,21,81,21;21;21;21,0,1,1,1,11604353751204143650721,1/80,n^(3)*(n)_81/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,21,81,21;21;21;21,1,-2400,2400,-2400,11604353751204143650721,1/80,n^(3)*(n)_81/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,21,81,21;21;21;21,2,2798800,2798800,5597600,11604353751204143650721,1/80,n^(3)*(n)_81/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,21,81,21;21;21;21,3,-2112560400,2112560400,-12675362400,11604353751204143650721,1/80,n^(3)*(n)_81/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,21,81,21;21;21;21,4,1159929400000,1159929400000,27838305600000,11604353751204143650721,1/80,n^(3)*(n)_81/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,21,81,21;21;21;21,5,-493613506879920,493613506879920,-59233620825590400,11604353751204143650721,1/80,n^(3)*(n)_81/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,21,81,21;21;21;21,6,169387616106568000,169387616106568000,121959083596728960000,11604353751204143650721,1/80,n^(3)*(n)_81/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,21,81,21;21;21;21,7,-48148113166309273200,48148113166309273200,-242666490358198736928000,11604353751204143650721,1/80,n^(3)*(n)_81/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,21,81,21;21;21;21,8,11556035755646176168000,11556035755646176168000,465939361667653823093760000,11604353751204143650721,1/80,n^(3)*(n)_81/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s4,21,80,21;21;21;21,0,1,1,1,8614187710416871375441,1/79,n^(4)*(n)_80/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,21,80,21;21;21;21,1,-2320,2320,-2320,8614187710416871375441,1/79,n^(4)*(n)_80/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,21,80,21;21;21;21,2,2613200,2613200,5226400,8614187710416871375441,1/79,n^(4)*(n)_80/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,21,80,21;21;21;21,3,-1903504400,1903504400,-11421026400,8614187710416871375441,1/79,n^(4)*(n)_80/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,21,80,21;21;21;21,4,1007649048000,1007649048000,24183577152000,8614187710416871375441,1/79,n^(4)*(n)_80/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,21,80,21;21;21;21,5,-413001583039920,413001583039920,-49560189964790400,8614187710416871375441,1/79,n^(4)*(n)_80/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,21,80,21;21;21;21,6,136347489463374400,136347489463374400,98170192413629568000,8614187710416871375441,1/79,n^(4)*(n)_80/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,21,80,21;21;21;21,7,-37240314009239321200,37240314009239321200,-187691182606566178848000,8614187710416871375441,1/79,n^(4)*(n)_80/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,21,80,21;21;21;21,8,8576810634907030472000,8576810634907030472000,345817004799451468631040000,8614187710416871375441,1/79,n^(4)*(n)_80/((n)_21*(n)_21*(n)_21*(n)_21),four-label fourth-moment toy profile with fixed deficit s=4
single_label_cycle_profile,22,22,22,0,1,1,1,1,,n^(0)*(n)_22/((n)_22),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,22,22,22,1,0,0,0,1,,n^(0)*(n)_22/((n)_22),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,22,22,22,2,0,0,0,1,,n^(0)*(n)_22/((n)_22),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,22,22,22,3,0,0,0,1,,n^(0)*(n)_22/((n)_22),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,22,22,22,4,0,0,0,1,,n^(0)*(n)_22/((n)_22),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,22,22,22,5,0,0,0,1,,n^(0)*(n)_22/((n)_22),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,22,22,22,6,0,0,0,1,,n^(0)*(n)_22/((n)_22),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,22,22,22,7,0,0,0,1,,n^(0)*(n)_22/((n)_22),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,22,22,22,8,0,0,0,1,,n^(0)*(n)_22/((n)_22),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_path_profile,22,23,22,0,1,1,1,23,1/22,n^(-1)*(n)_23/((n)_22),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,22,23,22,1,-22,22,-22,23,1/22,n^(-1)*(n)_23/((n)_22),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,22,23,22,2,0,0,0,23,1/22,n^(-1)*(n)_23/((n)_22),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,22,23,22,3,0,0,0,23,1/22,n^(-1)*(n)_23/((n)_22),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,22,23,22,4,0,0,0,23,1/22,n^(-1)*(n)_23/((n)_22),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,22,23,22,5,0,0,0,23,1/22,n^(-1)*(n)_23/((n)_22),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,22,23,22,6,0,0,0,23,1/22,n^(-1)*(n)_23/((n)_22),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,22,23,22,7,0,0,0,23,1/22,n^(-1)*(n)_23/((n)_22),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,22,23,22,8,0,0,0,23,1/22,n^(-1)*(n)_23/((n)_22),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
rank2_balanced_profile,22,43,22;22,0,1,1,1,306467620066441,1/42,n^(1)*(n)_43/((n)_22*(n)_22),two length-L labels sharing one vertex
rank2_balanced_profile,22,43,22;22,1,-441,441,-441,306467620066441,1/42,n^(1)*(n)_43/((n)_22*(n)_22),two length-L labels sharing one vertex
rank2_balanced_profile,22,43,22;22,2,87759,87759,175518,306467620066441,1/42,n^(1)*(n)_43/((n)_22*(n)_22),two length-L labels sharing one vertex
rank2_balanced_profile,22,43,22;22,3,-10349241,10349241,-62095446,306467620066441,1/42,n^(1)*(n)_43/((n)_22*(n)_22),two length-L labels sharing one vertex
rank2_balanced_profile,22,43,22;22,4,796621959,796621959,19118927016,306467620066441,1/42,n^(1)*(n)_43/((n)_22*(n)_22),two length-L labels sharing one vertex
rank2_balanced_profile,22,43,22;22,5,-41356974561,41356974561,-4962836947320,306467620066441,1/42,n^(1)*(n)_43/((n)_22*(n)_22),two length-L labels sharing one vertex
rank2_balanced_profile,22,43,22;22,6,1429678658079,1429678658079,1029368633816880,306467620066441,1/42,n^(1)*(n)_43/((n)_22*(n)_22),two length-L labels sharing one vertex
rank2_balanced_profile,22,43,22;22,7,-30282831736521,30282831736521,-152625471952065840,306467620066441,1/42,n^(1)*(n)_43/((n)_22*(n)_22),two length-L labels sharing one vertex
rank2_balanced_profile,22,43,22;22,8,274712945637879,274712945637879,11076425968119281280,306467620066441,1/42,n^(1)*(n)_43/((n)_22*(n)_22),two length-L labels sharing one vertex
rank2_deficit_k2,22,42,22;22,0,1,1,1,30919198322839,1/41,n^(2)*(n)_42/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,22,42,22;22,1,-399,399,-399,30919198322839,1/41,n^(2)*(n)_42/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,22,42,22;22,2,71001,71001,142002,30919198322839,1/41,n^(2)*(n)_42/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,22,42,22;22,3,-7367199,7367199,-44203194,30919198322839,1/41,n^(2)*(n)_42/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,22,42,22;22,4,487199601,487199601,11692790424,30919198322839,1/41,n^(2)*(n)_42/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,22,42,22;22,5,-20894591319,20894591319,-2507350958280,30919198322839,1/41,n^(2)*(n)_42/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,22,42,22;22,6,552105822681,552105822681,397516192330320,30919198322839,1/41,n^(2)*(n)_42/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,22,42,22;22,7,-7094387183919,7094387183919,-35755711406951760,30919198322839,1/41,n^(2)*(n)_42/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,22,42,22;22,8,-23251316086719,23251316086719,-937493064616510080,30919198322839,1/41,n^(2)*(n)_42/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k3,22,41,22;22,0,1,1,1,35865031318627,1/40,n^(3)*(n)_41/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,22,41,22;22,1,-358,358,-358,35865031318627,1/40,n^(3)*(n)_41/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,22,41,22;22,2,56323,56323,112646,35865031318627,1/40,n^(3)*(n)_41/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,22,41,22;22,3,-5057956,5057956,-30347736,35865031318627,1/40,n^(3)*(n)_41/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,22,41,22;22,4,279823405,279823405,6715761720,35865031318627,1/40,n^(3)*(n)_41/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,22,41,22;22,5,-9421831714,9421831714,-1130619805680,35865031318627,1/40,n^(3)*(n)_41/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,22,41,22;22,6,165810722407,165810722407,119383720133040,35865031318627,1/40,n^(3)*(n)_41/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,22,41,22;22,7,-296147565232,296147565232,-1492583728769280,35865031318627,1/40,n^(3)*(n)_41/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,22,41,22;22,8,-35393366261231,35393366261231,-1427060527652833920,35865031318627,1/40,n^(3)*(n)_41/((n)_22*(n)_22),two length-L labels with fixed vertex deficit k=3
rank4_delocalization_toy_s3,22,85,22;22;22;22,0,1,1,1,26491856162214501341893,1/84,n^(3)*(n)_85/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,22,85,22;22;22;22,1,-2646,2646,-2646,26491856162214501341893,1/84,n^(3)*(n)_85/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,22,85,22;22;22;22,2,3406725,3406725,6813450,26491856162214501341893,1/84,n^(3)*(n)_85/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,22,85,22;22;22;22,3,-2843210790,2843210790,-17059264740,26491856162214501341893,1/84,n^(3)*(n)_85/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,22,85,22;22;22;22,4,1728857084409,1728857084409,41492570025816,26491856162214501341893,1/84,n^(3)*(n)_85/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,22,85,22;22;22;22,5,-816179033133198,816179033133198,-97941483975983760,26491856162214501341893,1/84,n^(3)*(n)_85/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,22,85,22;22;22;22,6,311279887513448469,311279887513448469,224121519009682897680,26491856162214501341893,1/84,n^(3)*(n)_85/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,22,85,22;22;22;22,7,-98533640984620285710,98533640984620285710,-496609550562486239978400,26491856162214501341893,1/84,n^(3)*(n)_85/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,22,85,22;22;22;22,8,26393010423431630769945,26393010423431630769945,1064166180272763352644182400,26491856162214501341893,1/84,n^(3)*(n)_85/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s4,22,84,22;22;22;22,0,1,1,1,19981630939936453961461,1/83,n^(4)*(n)_84/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,22,84,22;22;22;22,1,-2562,2562,-2562,19981630939936453961461,1/83,n^(4)*(n)_84/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,22,84,22;22;22;22,2,3191517,3191517,6383034,19981630939936453961461,1/83,n^(4)*(n)_84/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,22,84,22;22;22;22,3,-2575123362,2575123362,-15450740172,19981630939936453961461,1/83,n^(4)*(n)_84/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,22,84,22;22;22;22,4,1512546722001,1512546722001,36301121328024,19981630939936453961461,1/83,n^(4)*(n)_84/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,22,84,22;22;22;22,5,-689125108485114,689125108485114,-82695013018213680,19981630939936453961461,1/83,n^(4)*(n)_84/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,22,84,22;22;22;22,6,253393378400698893,253393378400698893,182443232448503202960,19981630939936453961461,1/83,n^(4)*(n)_84/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,22,84,22;22;22;22,7,-77248597198961578698,77248597198961578698,-389332929882766356637920,19981630939936453961461,1/83,n^(4)*(n)_84/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,22,84,22;22;22;22,8,19904128258718858159313,19904128258718858159313,802534451391544360983500160,19981630939936453961461,1/83,n^(4)*(n)_84/((n)_22*(n)_22*(n)_22*(n)_22),four-label fourth-moment toy profile with fixed deficit s=4
single_label_cycle_profile,23,23,23,0,1,1,1,1,,n^(0)*(n)_23/((n)_23),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,23,23,23,1,0,0,0,1,,n^(0)*(n)_23/((n)_23),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,23,23,23,2,0,0,0,1,,n^(0)*(n)_23/((n)_23),V=L and one label with L constraints; normalized expectation is exactly 1
