node_id	node_type	raw_label	canonical_taxon	attributes_json	source_id	source_provenance_json	allowed_evidence_scope	caveats_json
wild_ancestor:CWR_pool_for_Fagopyrum_esculentum	wild_ancestor	CWR pool for Fagopyrum esculentum	Fagopyrum esculentum	"{""context_crop"": ""Fagopyrum esculentum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Amaranthus_caudatus	wild_ancestor	CWR pool for Amaranthus caudatus	Amaranthus caudatus	"{""context_crop"": ""Amaranthus caudatus"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Chenopodium_quinoa	wild_ancestor	CWR pool for Chenopodium quinoa	Chenopodium quinoa	"{""context_crop"": ""Chenopodium quinoa"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Chenopodium_berlandieri	wild_ancestor	CWR pool for Chenopodium berlandieri	Chenopodium berlandieri	"{""context_crop"": ""Chenopodium berlandieri"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Salvia_hispanica	wild_ancestor	CWR pool for Salvia hispanica	Salvia hispanica	"{""context_crop"": ""Salvia hispanica"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Linum_usitatissimum	wild_ancestor	CWR pool for Linum usitatissimum	Linum usitatissimum	"{""context_crop"": ""Linum usitatissimum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Cannabis_sativa	wild_ancestor	CWR pool for Cannabis sativa	Cannabis sativa	"{""context_crop"": ""Cannabis sativa"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Crocus_sativus	wild_ancestor	CWR pool for Crocus sativus	Crocus sativus	"{""context_crop"": ""Crocus sativus"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Curcuma_longa	wild_ancestor	CWR pool for Curcuma longa	Curcuma longa	"{""context_crop"": ""Curcuma longa"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Zingiber_officinale	wild_ancestor	CWR pool for Zingiber officinale	Zingiber officinale	"{""context_crop"": ""Zingiber officinale"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Cinnamomum_verum	wild_ancestor	CWR pool for Cinnamomum verum	Cinnamomum verum	"{""context_crop"": ""Cinnamomum verum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Syzygium_aromaticum	wild_ancestor	CWR pool for Syzygium aromaticum	Syzygium aromaticum	"{""context_crop"": ""Syzygium aromaticum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Myristica_fragrans	wild_ancestor	CWR pool for Myristica fragrans	Myristica fragrans	"{""context_crop"": ""Myristica fragrans"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Eugenia_caryophyllata	wild_ancestor	CWR pool for Eugenia caryophyllata	Eugenia caryophyllata	"{""context_crop"": ""Eugenia caryophyllata"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Pimenta_dioica	wild_ancestor	CWR pool for Pimenta dioica	Pimenta dioica	"{""context_crop"": ""Pimenta dioica"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Lawsonia_inermis	wild_ancestor	CWR pool for Lawsonia inermis	Lawsonia inermis	"{""context_crop"": ""Lawsonia inermis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Indigofera_tinctoria	wild_ancestor	CWR pool for Indigofera tinctoria	Indigofera tinctoria	"{""context_crop"": ""Indigofera tinctoria"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Hibiscus_sabdariffa	wild_ancestor	CWR pool for Hibiscus sabdariffa	Hibiscus sabdariffa	"{""context_crop"": ""Hibiscus sabdariffa"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Hibiscus_cannabinus	wild_ancestor	CWR pool for Hibiscus cannabinus	Hibiscus cannabinus	"{""context_crop"": ""Hibiscus cannabinus"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Corchorus_olitorius	wild_ancestor	CWR pool for Corchorus olitorius	Corchorus olitorius	"{""context_crop"": ""Corchorus olitorius"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Sesamum_indicum	wild_ancestor	CWR pool for Sesamum indicum	Sesamum indicum	"{""context_crop"": ""Sesamum indicum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Ricinus_communis	wild_ancestor	CWR pool for Ricinus communis	Ricinus communis	"{""context_crop"": ""Ricinus communis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Jatropha_curcas	wild_ancestor	CWR pool for Jatropha curcas	Jatropha curcas	"{""context_crop"": ""Jatropha curcas"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Hevea_brasiliensis	wild_ancestor	CWR pool for Hevea brasiliensis	Hevea brasiliensis	"{""context_crop"": ""Hevea brasiliensis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Triticum_monococcum_subsp._boeoticum	wild_ancestor	CWR pool for Triticum monococcum subsp. boeoticum	Triticum monococcum subsp. boeoticum	"{""context_crop"": ""Triticum monococcum subsp. boeoticum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Triticum_urartu	wild_ancestor	CWR pool for Triticum urartu	Triticum urartu	"{""context_crop"": ""Triticum urartu"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Aegilops_speltoides	wild_ancestor	CWR pool for Aegilops speltoides	Aegilops speltoides	"{""context_crop"": ""Aegilops speltoides"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Aegilops_tauschii	wild_ancestor	CWR pool for Aegilops tauschii	Aegilops tauschii	"{""context_crop"": ""Aegilops tauschii"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Aegilops_cylindrica	wild_ancestor	CWR pool for Aegilops cylindrica	Aegilops cylindrica	"{""context_crop"": ""Aegilops cylindrica"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Aegilops_umbellulata	wild_ancestor	CWR pool for Aegilops umbellulata	Aegilops umbellulata	"{""context_crop"": ""Aegilops umbellulata"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
